number;ScientificName_accepted;REFERENCE;SITE;YEAR;LONGITUDE;LATITUDE
3814;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.31055;45.33757
3815;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.314;45.35035
3816;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.31642;45.31789
3818;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.31745;45.31927
3819;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.31745;45.35207
3821;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.31849;45.32169
3822;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.31883;45.3241
3825;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.32022;45.32617
3826;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.32125;45.32859
3833;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.33368;45.3759
3844;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.34542;45.3904
3846;Sargassum muticum;Curiel et al 1995;Venice Lagoon;1993;12.34784;45.39386
3883;Sargassum muticum;Karlsson 1988;Bastad_drift;1986;12.86608;56.43666
4839;Stypopodium schimperi;Taskin et al. 2013;Girne, Northern Cyprus;2008;33.31483;35.342481
4840;Stypopodium schimperi;Taskin et al. 2014;Dip Karpaz, Northern Cyprus;2008;34.588199;35.692995
4841;Stypopodium schimperi;Taskin et al. 2015;Salamis, Northern Cyprus;2008;33.90077;35.206239
4842;Stypopodium schimperi;Taskin et al. 2016;Gazi Ma?usa, Northern Cyprus;2008;33.934281;35.13905
4372;Stypopodium schimperi;Bitar Harmelin 2000;Saida;2000;35.30687;33.48469
4298;Stypopodium schimperi;Lundberg et al 1999;Paphos_Stomach content;1997;32.38253;34.76077
4203;Stypopodium schimperi;De Biasi et al 2001;Palaeochori Bay_Milos;1996;24.33639;36.7057
4425;Stypopodium schimperi;Bitar Harmelin 2000;Barbarah;1991;35.98754;34.56246
4326;Stypopodium schimperi;Verlaque Boudouresque 1991;Cyprus;1990;34.09142;35.36172
4219;Stypopodium schimperi;Verlaque Boudouresque 1991;Cesme;1989;26.29061;38.33875
4389;Stypopodium schimperi;Mayhoub Billard 1991;Rouad;1988;35.75034;34.86565
4423;Stypopodium schimperi;Mayhoub Billard 1991;Banias;1988;35.95512;35.19794
4418;Stypopodium schimperi;Mayhoub Billard 1991;Jable;1987;35.91262;35.41817
4406;Stypopodium schimperi;Mayhoub Billard 1991;Bassite;1987;35.86625;35.83546
4164;Stypopodium schimperi;Nizamuddin Godeh 1989;Binghazi;1986;20.11943;32.23339
4202;Stypopodium schimperi;Nizamuddin Godeh 1989;Bay of Tubruq;1986;24.01812;32.06446
4408;Stypopodium schimperi;Mayhoub Billard 1991;Tartous;1984;35.87012;34.8811
4230;Stypopodium schimperi;Verlaque Boudouresque 1991;El Daba;1982;27.38449;31.31754
4350;Stypopodium schimperi;Lundberg 1986;Gaash;1981;34.81089;32.23686
4390;Stypopodium schimperi;Mayhoub Billard 1991;Minet El Beida;1979;35.76579;35.63068
4354;Stypopodium schimperi;Lundberg 1986;Mikhmoret;1973;34.82975;32.30288
101;Womersleyella setacea;Rojas Gonzalez Afonso Carrillo 2000;Arenas Blancas_El Hierro;1992;-18.135;27.78204
103;Womersleyella setacea;Rojas Gonzalez Afonso Carrillo 2000;La Restinga_El Hierro;1991;-17.97074;27.63421
104;Womersleyella setacea;Rojas Gonzalez Afonso Carrillo 2000;La Fajana_La Palma;1993;-17.87389;28.51139
105;Womersleyella setacea;Rojas Gonzalez Afonso Carrillo 2000;Las Caletas_La Palma;1993;-17.78777;28.50019
106;Womersleyella setacea;Rojas Gonzalez Afonso Carrillo 2000;Valle Gran Rey_La Gomera;1992;-17.33063;28.07623
108;Womersleyella setacea;Rojas Gonzalez Afonso Carrillo 2000;Los Silos_Tenerife;1993;-16.8058;28.37021
113;Womersleyella setacea;Rojas Gonzalez Afonso Carrillo 2000;Puerto de la Cruz_Tenerife;1991;-16.54169;28.40623
114;Womersleyella setacea;Rojas Gonzalez Afonso Carrillo 2000;La Tejita_Tenerife;1991;-16.52937;28.0079
115;Womersleyella setacea;Rojas Gonzalez Afonso Carrillo 2000;Mesa del Mar_Tenerife;1992;-16.4226;28.50068
116;Womersleyella setacea;Rojas Gonzalez Afonso Carrillo 2000;Abades_Tenerife;1993;-16.42157;28.1269
117;Womersleyella setacea;Rojas Gonzalez Afonso Carrillo 2000;Punta del Hidalgo_Tenerife;1990;-16.41439;28.52531
124;Womersleyella setacea;Rojas Gonzalez Afonso Carrillo 2000;Las Tereistas_Tenerife;1992;-16.22549;28.4514
131;Womersleyella setacea;Rojas Gonzalez Afonso Carrillo 2000;Las Canteras_Gran Canaria;1983;-15.43018;28.14907
153;Womersleyella setacea;Rojas Gonzalez Afonso Carrillo 2000;Orzola_Lanzarote;1993;-13.4266;29.21939
1578;Womersleyella setacea;Rindi Cinelli 1995;Alboran Island;1992;-3.0348;35.95444
2603;Womersleyella setacea;Piazzi Cinelli 2000;Minorca;1997;4.29787;39.9266
2702;Womersleyella setacea;ALIENS data;Fos;2002;4.94258;43.43505
2758;Womersleyella setacea;ALIENS data;Sausset les Pins;2002;5.08901;43.33581
2861;Womersleyella setacea;ALIENS data;Marseille;2002;5.35341;43.27474
2870;Womersleyella setacea;ALIENS data;Riou Island;2002;5.39228;43.17481
2895;Womersleyella setacea;ALIENS data;Cassis;2002;5.52621;43.21437
2959;Womersleyella setacea;ALIENS data;Embiez;2002;5.78715;43.08598
2984;Womersleyella setacea;ALIENS data;Toulon;2002;5.91415;43.10611
3017;Womersleyella setacea;Verlaque 1989;Rade de Giens;1987;6.10148;43.06275
3031;Womersleyella setacea;ALIENS data;Hyeres;2002;6.15843;43.08112
3036;Womersleyella setacea;Rindi et al 1999;Portquerolles;1987;6.18432;43.01953
3086;Womersleyella setacea;Piazzi Cinelli 2000;Esterel;1997;6.8519;43.41287
3171;Womersleyella setacea;Verlaque Bernard 1998;Monaco;1998;7.43629;43.74156
3231;Womersleyella setacea;Airoldi et al 1995;Secca di San Stefano;1995;7.96993;43.84625
3314;Womersleyella setacea;Rindi et al 1999;Galeria Bay;1989;8.64766;42.43142
3315;Womersleyella setacea;Rodriguez Prieto et al 1993;Galeria-Scandola reserve;1992;8.64988;42.47144
3317;Womersleyella setacea;Verlaque 1990;Galeria;1990;8.65181;42.43502
3369;Womersleyella setacea;Piazzi Cinelli 2000;Tonnara;1997;9.09326;41.42186
3398;Womersleyella setacea;Piazzi Cinelli 2000;Maddalena Island;1997;9.44119;41.24216
3417;Womersleyella setacea;Piazzi Cinelli 2000;Capraia;1997;9.81027;43.07241
3433;Womersleyella setacea;Piazzi Cinelli 2001;Gorgona Island;1997;9.89167;43.43333
3436;Womersleyella setacea;Piazzi et al 1999;Gorgona Island;1992;9.8941;43.44066
3438;Womersleyella setacea;Airoldi et al 1995;Gorgona Island;1995;9.89812;43.44267
3440;Womersleyella setacea;Piazzi et al 1995;Secca di Cala Sirocco;1995;9.90036;43.41605
3444;Womersleyella setacea;Piazzi Cinelli 2000;Gorgona Island;1997;9.90812;43.44286
3466;Womersleyella setacea;Piazzi Cinelli 2000;Elba;1997;10.11083;42.8068
3467;Womersleyella setacea;Airoldi et al 1995;Secche della Meloria;1995;10.12019;43.35085
3469;Womersleyella setacea;Piazzi Cinelli 2000;Meloria;1997;10.1222;43.34872
3471;Womersleyella setacea;Airoldi et al 1995;Elba Island;1995;10.13728;42.81702
3529;Womersleyella setacea;Piazzi Cinelli 2000;Livorno;1997;10.28779;43.55725
3531;Womersleyella setacea;Piazzi et al 1996;Antignano;1995;10.2896;43.57695
3549;Womersleyella setacea;Rindi et al 1999;Calafuria;1996;10.33333;43.5
3550;Womersleyella setacea;Piazzi Cinelli 2001;South of Livorno;1997;10.33333;43.5
3558;Womersleyella setacea;Piazzi Cinelli 2000;Vada;1997;10.39041;43.41257
3566;Womersleyella setacea;Airoldi et al 1995;Calafuria;1992;10.42127;43.39569
3567;Womersleyella setacea;Airoldi Cinelli 1996;Calafuria;1994;10.42127;43.39356
3577;Womersleyella setacea;Piazzi Cinelli 2001;Vada;1997;10.43694;43.77777
3594;Womersleyella setacea;Piazzi Cinelli 2000;Baratti;1997;10.48361;43.00251
3688;Womersleyella setacea;Piazzi et al 2002;Cap Bon;1998;11.0415;37.09189
3733;Womersleyella setacea;Piazzi Cinelli 2000;Civitavecchia;1997;11.82898;42.0248
3756;Womersleyella setacea;Rindi et al 1999;Pantelleria;1996;12.00275;36.83515
3757;Womersleyella setacea;Piazzi Cinelli 2000;Pantelleria;1997;12.00275;36.83515
3858;Womersleyella setacea;Alongi Catra 1999;Isolotto di Lampione;1998;12.45533;35.64785
3863;Womersleyella setacea;Cormaci et al 1994;Lampedusa Island;1993;12.54271;35.53828
3864;Womersleyella setacea;Piazzi et al 2002;Lampedusa;1998;12.54657;35.5317
3865;Womersleyella setacea;Rindi et al 1999;Lampedusa;1993;12.55557;35.53423
3893;Womersleyella setacea;Rindi et al 1999;Isola delle Femmine;1995;13.15344;38.19479
3894;Womersleyella setacea;Piazzi Cinelli 2000;Ustica;1997;13.18996;38.72425
3927;Womersleyella setacea;ALIENS data;La Nave;2002;13.86279;40.69846
3931;Womersleyella setacea;ALIENS data;Capo Grosso;2002;13.93342;40.70118
3941;Womersleyella setacea;ALIENS data;Chiaiolella;2002;14.00406;40.74057
3953;Womersleyella setacea;Cormaci et al 1997;Wardija Point;1994;14.2184;36.02756
3958;Womersleyella setacea;ALIENS data;Punta Trasete;2002;14.24313;40.5667
3964;Womersleyella setacea;ALIENS data;Punta di Massullo;2002;14.26622;40.55447
3965;Womersleyella setacea;Cormaci et al 1997;Mgarr ix-Xini;1995;14.29164;36.01922
3967;Womersleyella setacea;Cormaci et al 1997;Kemmunett;1995;14.32155;36.01379
3969;Womersleyella setacea;Cormaci et al 1997;Ponta l-Irqieqa;1994;14.3329;36.00754
3971;Womersleyella setacea;Cormaci et al 1997;Rdum il-Wahx;1995;14.33548;35.92155
3975;Womersleyella setacea;Rindi et al 1999;Comino_ Malta;1994;14.34708;36.02017
3978;Womersleyella setacea;Cormaci et al 1997;L-Ahrax;1994;14.38002;35.99722
3980;Womersleyella setacea;Sartoni Rossi 1998;Mali Losinj;1997;14.42109;44.55949
3982;Womersleyella setacea;Sartoni Rossi 1998;Merag Cove;1997;14.4413;44.98553
3989;Womersleyella setacea;Cormaci et al 1997;Wied iz-Zurrieq;1994;14.48401;35.81832
3997;Womersleyella setacea;Cormaci et al 1997;Delimara;1994;14.57013;35.82794
4002;Womersleyella setacea;Giaccone Di Martino 1996;area iblea;1993;14.70359;36.68595
4012;Womersleyella setacea;Giaccone et al 1999;Eolie Islands;1999;14.93693;38.54422
4021;Womersleyella setacea;Piazzi et al 2002;Panarea;1998;15.06851;38.64674
4041;Womersleyella setacea;Blundo et al 1999;Island of Vendicari;1998;15.11642;36.77615
4052;Womersleyella setacea;Giaccone Di Martino 1996;area iblea;1993;15.1539;36.81937
4085;Womersleyella setacea;Giaccone Di Martino 1997;Capo Sta Croce;1996;15.25853;37.24084
4098;Womersleyella setacea;Marino et al 1999;P. della Maddalena;1998;15.33598;37.04115
4099;Womersleyella setacea;Rindi Cinelli 1995;Palinuro;1995;15.36668;39.97832
4106;Womersleyella setacea;Cormaci et al 2000;Tremiti Islands;1997;15.49429;42.13072
4201;Womersleyella setacea;Athanasiadis 1997;Sarti reef;1992;24.01637;40.13059
4205;Womersleyella setacea;Rindi Cinelli 1995;Milos Island;1995;24.45205;36.77132
4207;Womersleyella setacea;Sartoni De Biasi 1999;Off Palaeochori Bay;1996;24.51396;36.66789
4843;Womersleyella setacea;Taskin et al. 2017;Girne, Northern Cyprus;2008;33.31483;35.342481
1366;Polysiphonia morrowii;Geoffroy et al. 2002;Roscoff;2011;-3.987666667;48.727633
1501;Polysiphonia morrowii;Geoffroy et al. 2003;Perros-Guirec;2011;-3.441666667;48.8044
1568;Polysiphonia morrowii;Geoffroy et al. 2004;Quiberon;2011;-3.078366667;47.467967
1867;Polysiphonia morrowii;Geoffroy et al. 2005;Saint-Malo;2011;-2.030316667;48.648533
2472;Polysiphonia morrowii;Verlaque 2000;Thau;1997;3.63511;43.43564
2587;Polysiphonia morrowii;Maggs Stegenga 1999;Gorishoek;1993;4.07463;51.52928
3793;Polysiphonia morrowii;Curiel et al 2002;Chioggia Island;1999;12.29397;45.22333
3834;Polysiphonia morrowii;Curiel et al 2002;Venice Island;1999;12.33592;45.42807
4436;Polysiphonia morrowii;Erdugan et al. 2009;Kilitbahir;2009;26.380946;40.147868
4437;Polysiphonia morrowii;Erdugan et al. 2009;Abide;2009;26.364966;40.177254
4438;Polysiphonia morrowii;Erdugan et al. 2009;Eceabata;2009;26.362308;40.18507
4439;Polysiphonia morrowii;Erdugan et al. 2009;Lapseki;2009;26.681802;40.347125
4440;Polysiphonia morrowii;Erdugan et al. 2009;?evketiye;2009;26.873817;40.39802
4488;Polysiphonia morrowii;Erdugan et al. 2009;Gelibolu;2009;26.695988;40.537873
4527;Polysiphonia morrowii;Mineur data;Roscoff;2007;-3.985231;48.728351
4529;Polysiphonia morrowii;Mineur data;Carlingford, Ireland;2011;-6.154085;54.032835
4846;Polysiphonia morrowii;Petrocelli et al 2013;Mar Piccolo di Taranto;2012;17.229016;40.480346
4847;Polysiphonia morrowii;Petrocelli et al 2013;Mar Piccolo di Taranto;2013;17.229016;40.480346
5074;Polysiphonia morrowii;Stegenga & Karremans;Oosterschelde;1993;4.054869;51.492711
5075;Polysiphonia morrowii;Stegenga & Karremans;Vlissingen;2015;3.597241;51.440192
5076;Polysiphonia morrowii;Stegenga & Karremans;Grevelingen;2015;4.087523;51.671932
5077;Polysiphonia morrowii;Stegenga & Karremans;Veerse Meer_Veere;2015;3.66044;51.55974
5078;Polysiphonia morrowii;Stegenga & Karremans;Oostende;2001;2.926591;51.234695
